"X","dia","min","max"
10660,"2001-03-29",8.7,18.2
10661,"2001-03-30",8,21
10662,"2001-03-31",10.3,27.5
10663,"2001-04-01",12.2,27
10664,"2001-04-02",7.2,21.9
10665,"2001-04-03",10.8,21.5
10666,"2001-04-04",7.4,22.2
10667,"2001-04-05",13.6,22.8
10668,"2001-04-06",10,26.2
10669,"2001-04-07",9.8,23
10670,"2001-04-08",8.4,22
10671,"2001-04-09",8.5,27.2
10672,"2001-04-10",7.3,28.5
10673,"2001-04-11",11.5,27.7
10674,"2001-04-12",12,24.7
10675,"2001-04-13",6.6,25.5
10676,"2001-04-14",7,26
10677,"2001-04-15",7.9,26.2
10678,"2001-04-16",9.5,27.5
10679,"2001-04-17",10.6,18.9
10680,"2001-04-18",9.5,22.9
10681,"2001-04-19",10,24.2
10682,"2001-04-20",11.6,21.1
10683,"2001-04-21",11.5,23.8
10684,"2001-04-22",7.5,23.6
10685,"2001-04-23",9.6,24.4
10686,"2001-04-24",12.3,19.8
10687,"2001-04-25",12.2,23.7
10688,"2001-04-26",8,26
10689,"2001-04-27",11.9,25.5
10690,"2001-04-28",8.4,26.5
10691,"2001-04-29",10.2,26
10692,"2001-04-30",5.4,18.8
10693,"2001-05-01",6,17.7
10694,"2001-05-02",7.6,18
10695,"2001-05-03",8.2,15.7
10696,"2001-05-04",6,19.8
10697,"2001-05-05",9.8,18.8
10698,"2001-05-06",9.4,19.2
10699,"2001-05-07",8.6,21.8
10700,"2001-05-08",10.4,20.3
10701,"2001-05-09",11.3,18.5
10702,"2001-05-10",11.4,20.5
10703,"2001-05-11",8.5,26.4
10704,"2001-05-12",9.2,26.4
10705,"2001-05-13",11.8,23.2
10706,"2001-05-14",11.6,22.3
10707,"2001-05-15",13,22.3
10708,"2001-05-16",11.4,29.1
10709,"2001-05-17",12.9,31.1
10710,"2001-05-18",14.2,26.6
10711,"2001-05-19",15.4,21.3
10712,"2001-05-20",15.3,25.4
10713,"2001-05-21",15,26.5
10714,"2001-05-22",13.6,25
10715,"2001-05-23",11.5,28.9
10716,"2001-05-24",14,32
10717,"2001-05-25",15.4,33.7
10718,"2001-05-26",16.1,36.3
10719,"2001-05-27",18.6,36.2
10720,"2001-05-28",20,35
10721,"2001-05-29",16,37.3
10722,"2001-05-30",13.4,36.6
10723,"2001-05-31",15.1,36.1
10724,"2001-06-01",15.5,36
10725,"2001-06-02",16.8,36.2
10726,"2001-06-03",16.8,34.2
10727,"2001-06-04",14,34.2
10728,"2001-06-05",14.3,34.2
10729,"2001-06-06",13.5,36.3
10730,"2001-06-07",14.6,35.2
10731,"2001-06-08",17.2,32
10732,"2001-06-09",16.6,27.9
10733,"2001-06-10",17.8,27
10734,"2001-06-11",14.6,29.8
10735,"2001-06-12",15.8,30.8
10736,"2001-06-13",16,33.5
10737,"2001-06-14",16.4,35.4
10738,"2001-06-15",17.4,31.8
10739,"2001-06-16",15.7,30
10740,"2001-06-17",12.8,32.8
10741,"2001-06-18",14.5,34.4
10742,"2001-06-19",17.6,36
10743,"2001-06-20",14,35.6
10744,"2001-06-21",16,36.5
10745,"2001-06-22",16.7,37.8
10746,"2001-06-23",18.8,40.6
10747,"2001-06-24",19.7,33.4
10748,"2001-06-25",17.2,31
10749,"2001-06-26",15.5,30.6
10750,"2001-06-27",15.3,29.4
10751,"2001-06-28",15.4,36.6
10752,"2001-06-29",17.4,36.8
10753,"2001-06-30",18.2,38.4
10754,"2001-07-01",18.3,38.4
10755,"2001-07-02",16.9,36
10756,"2001-07-03",20,31.6
10757,"2001-07-04",18.9,31.5
10758,"2001-07-05",13.4,27.2
10759,"2001-07-06",14.6,25.5
10760,"2001-07-07",15,31.5
10761,"2001-07-08",16.4,31.6
10762,"2001-07-09",17.4,31.4
10763,"2001-07-10",17.6,36.8
10764,"2001-07-11",19.6,39.8
10765,"2001-07-12",17.4,37.5
10766,"2001-07-13",18,36.9
10767,"2001-07-14",16.5,32.4
10768,"2001-07-15",18.2,29.7
10769,"2001-07-16",16.3,31.7
10770,"2001-07-17",15.6,35.4
10771,"2001-07-18",16.8,31.3
10772,"2001-07-19",14.2,29.8
10773,"2001-07-20",13.2,35.5
10774,"2001-07-21",17.4,35.4
10775,"2001-07-22",21,38.8
10776,"2001-07-23",21.2,34.1
10777,"2001-07-24",18.8,31.2
10778,"2001-07-25",17.6,31.5
10779,"2001-07-26",16.5,33.4
10780,"2001-07-27",18.3,31.8
10781,"2001-07-28",19.4,31.3
10782,"2001-07-29",15.5,33
10783,"2001-07-30",20.3,30.2
10784,"2001-07-31",20.2,34.4
10785,"2001-08-01",20.8,32.3
10786,"2001-08-02",19.6,30.9
10787,"2001-08-03",18.5,36.7
10788,"2001-08-04",18.5,38
10789,"2001-08-05",18.2,38.6
10790,"2001-08-06",19.9,40.5
10791,"2001-08-07",22.6,40.4
10792,"2001-08-08",20.1,37.8
10793,"2001-08-09",19.4,36.3
10794,"2001-08-10",20.1,36.3
10795,"2001-08-11",22,37.5
10796,"2001-08-12",20.8,36.1
10797,"2001-08-13",21.4,35.9
10798,"2001-08-14",22.4,35.7
10799,"2001-08-15",20.5,31.4
10800,"2001-08-16",20.4,31.4
10801,"2001-08-17",14.9,29
10802,"2001-08-18",15.4,31.5
10803,"2001-08-19",16.6,32.6
10804,"2001-08-20",15.2,37.6
10805,"2001-08-21",18.6,34.7
10806,"2001-08-22",18.8,39
10807,"2001-08-23",21,39
10808,"2001-08-24",20.1,40
10809,"2001-08-25",22.6,31.9
10810,"2001-08-26",20.4,30.5
10811,"2001-08-27",17.9,33.2
10812,"2001-08-28",21.2,33.1
10813,"2001-08-29",20.8,31.2
10814,"2001-08-30",18.2,31
10815,"2001-08-31",18.5,32.9
10816,"2001-09-01",18,33.7
10817,"2001-09-02",17.4,34.6
10818,"2001-09-03",17.5,35.6
10819,"2001-09-04",19,33.8
10820,"2001-09-05",19,29.2
10821,"2001-09-06",19.1,28.8
10822,"2001-09-07",17.8,32.8
10823,"2001-09-08",18.5,34.7
10824,"2001-09-09",17.4,35.5
10825,"2001-09-10",18.5,30.5
10826,"2001-09-11",15.9,29.6
10827,"2001-09-12",17,29
10828,"2001-09-13",14.5,30.8
10829,"2001-09-14",17.8,32.3
10830,"2001-09-15",16.5,35.6
10831,"2001-09-16",19.5,34.3
10832,"2001-09-17",19.9,28.5
10833,"2001-09-18",19,27.6
10834,"2001-09-19",17.2,26.9
10835,"2001-09-20",15.1,29.6
10836,"2001-09-21",15.4,27.4
10837,"2001-09-22",19,23.3
10838,"2001-09-23",17.7,23.9
10839,"2001-09-24",16,25
10840,"2001-09-25",12,26.8
10841,"2001-09-26",10.1,29.2
10842,"2001-09-27",14,27.9
10843,"2001-09-28",19,23
10844,"2001-09-29",18,21.6
10845,"2001-09-30",16.8,26.7
10846,"2001-10-01",15,29.4
10847,"2001-10-02",16.2,29.9
10848,"2001-10-03",16.9,28
10849,"2001-10-04",17.4,31.8
10850,"2001-10-05",18.2,26.8
10851,"2001-10-06",18,22.3
10852,"2001-10-07",13.1,23.7
10853,"2001-10-08",12.6,25.4
10854,"2001-10-09",13,22.7
10855,"2001-10-10",11,16.5
10856,"2001-10-11",14.2,29.7
10857,"2001-10-12",15.7,23.8
10858,"2001-10-13",14,23.6
10859,"2001-10-14",13.8,25.8
10860,"2001-10-15",15,25.5
10861,"2001-10-16",13.8,26.9
10862,"2001-10-17",17.6,28
10863,"2001-10-18",18.4,25.4
10864,"2001-10-19",15.2,21.2
10865,"2001-10-20",15,21.5
10866,"2001-10-21",14.8,22.8
10867,"2001-10-22",12.3,24.2
10868,"2001-10-23",14.8,23.4
10869,"2001-10-24",12.5,27.3
10870,"2001-10-25",11.2,27.4
10871,"2001-10-26",14.6,25.8
10872,"2001-10-27",13.5,27.1
10873,"2001-10-28",19,30.2
10874,"2001-10-29",17.2,31.6
10875,"2001-10-30",17.9,31.7
10876,"2001-10-31",14.2,30.4
10877,"2001-11-01",12.1,28.5
10878,"2001-11-02",11,24.6
10879,"2001-11-03",11.8,24.9
10880,"2001-11-04",12.8,17.6
10881,"2001-11-05",15.4,21.2
10882,"2001-11-06",14.3,24.2
10883,"2001-11-07",13,25
10884,"2001-11-08",10.5,22.6
10885,"2001-11-09",7,16
10886,"2001-11-10",1.4,11.4
10887,"2001-11-11",-0.1,11.4
10888,"2001-11-12",1.2,15.5
10889,"2001-11-13",2.5,17.7
10890,"2001-11-14",3.9,17.1
10891,"2001-11-15",0.1,10.7
10892,"2001-11-16",0.5,13.9
10893,"2001-11-17",8.4,16.7
10894,"2001-11-18",7.4,16.2
10895,"2001-11-19",5.4,16.5
10896,"2001-11-20",6.4,16.9
10897,"2001-11-21",7,18.8
10898,"2001-11-22",12.2,16.4
10899,"2001-11-23",10.2,19.8
10900,"2001-11-24",6.4,21.1
10901,"2001-11-25",3.5,18.6
10902,"2001-11-26",4.6,17
10903,"2001-11-27",8.7,18.6
10904,"2001-11-28",6.1,18.4
10905,"2001-11-29",3.3,19.1
10906,"2001-11-30",3.5,18.3
10907,"2001-12-01",2,18
10908,"2001-12-02",1.8,16.5
10909,"2001-12-03",2.6,19.1
10910,"2001-12-04",2.4,18.8
10911,"2001-12-05",4,23
10912,"2001-12-06",5.3,16.8
10913,"2001-12-07",2.4,19.2
10914,"2001-12-08",2.3,20.4
10915,"2001-12-09",11,18.9
10916,"2001-12-10",10.8,19
10917,"2001-12-11",12.6,16.5
10918,"2001-12-12",8.8,18.1
10919,"2001-12-13",7,17.6
10920,"2001-12-14",8.9,18.2
10921,"2001-12-15",2.4,15
10922,"2001-12-16",2.4,9.6
10923,"2001-12-17",7.9,13.8
10924,"2001-12-18",9.4,13.9
10925,"2001-12-19",7.8,14.4
10926,"2001-12-20",4.4,15.1
10927,"2001-12-21",8.4,17.2
10928,"2001-12-22",7.6,16.6
10929,"2001-12-23",8.7,18.2
10930,"2001-12-24",5.9,13
10931,"2001-12-25",7,16
10932,"2001-12-26",3,12.2
10933,"2001-12-27",2.1,13.7
10934,"2001-12-28",0.2,14.1
10935,"2001-12-29",0.1,14.4
10936,"2001-12-30",4.6,15.5
10937,"2001-12-31",8.7,16
10938,"2002-01-01",13,20.6
10939,"2002-01-02",13.4,20.6
10940,"2002-01-03",9.8,16.9
10941,"2002-01-04",4.4,14.9
10942,"2002-01-05",7.5,18.5
10943,"2002-01-06",8.2,16.4
10944,"2002-01-07",5.7,15.6
10945,"2002-01-08",5.5,12.3
10946,"2002-01-09",7,17.6
10947,"2002-01-10",2.9,18.5
10948,"2002-01-11",3.6,17.5
10949,"2002-01-12",4.1,17.2
10950,"2002-01-13",5.4,16.8
10951,"2002-01-14",5.4,17
10952,"2002-01-15",2.5,16
10953,"2002-01-16",2.6,15.5
10954,"2002-01-17",2.4,16.5
10955,"2002-01-18",2.5,15
10956,"2002-01-19",2,14.5
10957,"2002-01-20",1.1,17.7
10958,"2002-01-21",0.7,16.9
10959,"2002-01-22",10.6,15.7
10960,"2002-01-23",10.3,17.4
10961,"2002-01-24",6.8,16.5
10962,"2002-01-25",3.6,16
10963,"2002-01-26",5.9,17.8
10964,"2002-01-27",5,19.5
10965,"2002-01-28",1.6,21.5
10966,"2002-01-29",2.1,18.3
10967,"2002-01-30",5.1,18.4
10968,"2002-01-31",5.2,16.2
10969,"2002-02-01",4.3,20.7
10970,"2002-02-02",2.4,20.7
10971,"2002-02-03",2.5,18.4
10972,"2002-02-04",7,16.7
10973,"2002-02-05",5.6,18.6
10974,"2002-02-06",7.4,16.2
10975,"2002-02-07",6.5,14.5
10976,"2002-02-08",6.1,19.5
10977,"2002-02-09",1.2,19.5
10978,"2002-02-10",2.5,19.6
10979,"2002-02-11",3.5,16.2
10980,"2002-02-12",6,21.4
10981,"2002-02-13",4,21.5
10982,"2002-02-14",4.4,20.7
10983,"2002-02-15",6.2,17
10984,"2002-02-16",7.2,19.5
10985,"2002-02-17",9,13.2
10986,"2002-02-18",5.6,17.9
10987,"2002-02-19",4,17.4
10988,"2002-02-20",2.6,17.7
10989,"2002-02-21",2,18.5
10990,"2002-02-22",3.4,21
10991,"2002-02-23",2.3,21.8
10992,"2002-02-24",2,22.2
10993,"2002-02-25",4.5,22.2
10994,"2002-02-26",1.9,19.6
10995,"2002-02-27",1.6,17.7
10996,"2002-02-28",5.4,17.1
10997,"2002-03-01",9,14
10998,"2002-03-02",2.4,16.8
10999,"2002-03-03",9,15.5
11000,"2002-03-04",6.8,15
11001,"2002-03-05",4.4,16
11002,"2002-03-06",4,16.2
11003,"2002-03-07",5,17.7
11004,"2002-03-08",3.6,18.8
11005,"2002-03-09",5.6,20
11006,"2002-03-10",6.8,19.8
11007,"2002-03-11",8,20.9
11008,"2002-03-12",12.7,23.1
11009,"2002-03-13",8.4,16.1
11010,"2002-03-14",10.4,16
11011,"2002-03-15",8.8,17.8
11012,"2002-03-16",9.2,17.1
11013,"2002-03-17",5.1,15
11014,"2002-03-18",10.3,18.4
11015,"2002-03-19",11.2,20.2
11016,"2002-03-20",9.2,25.6
11017,"2002-03-21",11.4,27.1
11018,"2002-03-22",11.2,29.6
11019,"2002-03-23",9.9,29
11020,"2002-03-24",11.7,28.5
11021,"2002-03-25",10.6,25.1
11022,"2002-03-26",10.6,24.2
11023,"2002-03-27",9.5,24.3
11024,"2002-03-28",10.4,17
11025,"2002-03-29",11.2,21
11026,"2002-03-30",11.4,23.2
11027,"2002-03-31",10.2,23.5
11028,"2002-04-01",10.3,19.5
11029,"2002-04-02",10.4,20.5
11030,"2002-04-03",8.5,16.9
11031,"2002-04-04",4.5,14.7
11032,"2002-04-05",9.8,18.6
11033,"2002-04-06",7.6,14.8
11034,"2002-04-07",6.5,14
11035,"2002-04-08",8.5,19.8
11036,"2002-04-09",10.3,19.6
11037,"2002-04-10",7.8,21.5
11038,"2002-04-11",7.8,17
11039,"2002-04-12",6,16.3
11040,"2002-04-13",10.5,18.5
11041,"2002-04-14",10.5,20.5
11042,"2002-04-15",10.4,20.1
11043,"2002-04-16",7.4,21.8
11044,"2002-04-17",7.5,22.9
11045,"2002-04-18",9,23.6
11046,"2002-04-19",9.6,25.2
11047,"2002-04-20",10,27.6
11048,"2002-04-21",11.4,30
11049,"2002-04-22",14.4,27.2
11050,"2002-04-23",10.6,26.5
11051,"2002-04-24",8.4,29.4
11052,"2002-04-25",11.5,31.6
11053,"2002-04-26",12.1,33
11054,"2002-04-27",11.6,27.8
11055,"2002-04-28",13.4,24.5
11056,"2002-04-29",13,27.3
11057,"2002-04-30",11.4,28
11058,"2002-05-01",13,24.2
11059,"2002-05-02",7.6,22.4
11060,"2002-05-03",7,20.5
11061,"2002-05-04",6,23.9
11062,"2002-05-05",10,24.4
11063,"2002-05-06",11.8,22
11064,"2002-05-07",9.9,20.2
11065,"2002-05-08",9.9,18.3
11066,"2002-05-09",11.5,18
11067,"2002-05-10",12.5,18
11068,"2002-05-11",8.6,21.7
11069,"2002-05-12",7.5,25
11070,"2002-05-13",8.6,25.7
11071,"2002-05-14",10.5,31.6
11072,"2002-05-15",14.6,32.8
11073,"2002-05-16",12.2,34.5
11074,"2002-05-17",13,24.6
11075,"2002-05-18",8.2,26.6
11076,"2002-05-19",10.2,30.6
11077,"2002-05-20",11.8,30.3
11078,"2002-05-21",12.8,26.9
11079,"2002-05-22",14.6,22.7
11080,"2002-05-23",8.2,24.2
11081,"2002-05-24",9.9,29.4
11082,"2002-05-25",13.6,29.3
11083,"2002-05-26",9.8,28
11084,"2002-05-27",10,25.8
11085,"2002-05-28",9.5,29.8
11086,"2002-05-29",12.6,33.4
11087,"2002-05-30",15.1,32.4
11088,"2002-05-31",16.8,30.5
11089,"2002-06-01",15.5,31.3
11090,"2002-06-02",15,26
11091,"2002-06-03",15,24.5
11092,"2002-06-04",13.9,22.3
11093,"2002-06-05",14.3,25.5
11094,"2002-06-06",9.3,24.6
11095,"2002-06-07",16,25.6
11096,"2002-06-08",14.2,24.5
11097,"2002-06-09",8.5,28
11098,"2002-06-10",13,34.3
11099,"2002-06-11",16.1,36.4
11100,"2002-06-12",16,34.7
11101,"2002-06-13",16.7,35.1
11102,"2002-06-14",15,32.5
11103,"2002-06-15",16.2,34.8
11104,"2002-06-16",17.7,37.4
11105,"2002-06-17",18.6,36.3
11106,"2002-06-18",17.6,33
11107,"2002-06-19",19.5,30.5
11108,"2002-06-20",17.5,33.4
11109,"2002-06-21",19.4,36.3
11110,"2002-06-22",19.6,36.2
11111,"2002-06-23",17.6,33.2
11112,"2002-06-24",16.9,27.2
11113,"2002-06-25",13.6,27.5
11114,"2002-06-26",15.6,27.4
11115,"2002-06-27",16.6,33.5
11116,"2002-06-28",16.3,34.2
11117,"2002-06-29",16.4,27.5
11118,"2002-06-30",14.2,26.2
11119,"2002-07-01",14.2,27.7
11120,"2002-07-02",15.4,32.1
11121,"2002-07-03",16,35.5
11122,"2002-07-04",17.6,37.8
11123,"2002-07-05",18,32.7
11124,"2002-07-06",17.3,35
11125,"2002-07-07",19,34.6
11126,"2002-07-08",18.4,30.5
11127,"2002-07-09",18.5,31.8
11128,"2002-07-10",17.3,31.5
11129,"2002-07-11",16.6,33.6
11130,"2002-07-12",16.4,35.8
11131,"2002-07-13",18,35.7
11132,"2002-07-14",18.6,35.2
11133,"2002-07-15",16,34.7
11134,"2002-07-16",17.2,36.6
11135,"2002-07-17",17.9,38.1
11136,"2002-07-18",18.5,37.4
11137,"2002-07-19",19.2,32.5
11138,"2002-07-20",18.5,34
11139,"2002-07-21",18.8,28.5
11140,"2002-07-22",16.6,28.2
11141,"2002-07-23",17.4,31.5
11142,"2002-07-24",17.3,36.6
11143,"2002-07-25",20,39
11144,"2002-07-26",20.7,39.8
11145,"2002-07-27",19.6,39.6
11146,"2002-07-28",21.2,38.6
11147,"2002-07-29",22.5,36.3
11148,"2002-07-30",19.5,34.8
11149,"2002-07-31",20.5,29.5
11150,"2002-08-01",17.6,32.7
11151,"2002-08-02",18.9,32.4
11152,"2002-08-03",18.8,31.5
11153,"2002-08-04",17,34.2
11154,"2002-08-05",18,30.5
11155,"2002-08-06",17.4,33.9
11156,"2002-08-07",16.2,33.8
11157,"2002-08-08",18.5,34
11158,"2002-08-09",19.3,32.2
11159,"2002-08-10",18.1,32.2
11160,"2002-08-11",17.4,34.3
11161,"2002-08-12",19,39.5
11162,"2002-08-13",20.5,38
11163,"2002-08-14",19.9,29
11164,"2002-08-15",20.7,31
11165,"2002-08-16",18.2,34.2
11166,"2002-08-17",19,35.5
11167,"2002-08-18",21,32.5
11168,"2002-08-19",18.8,33.5
11169,"2002-08-20",18,33.9
11170,"2002-08-21",17.2,33.9
11171,"2002-08-22",19.4,32.2
11172,"2002-08-23",17.8,29.4
11173,"2002-08-24",17.9,28
11174,"2002-08-25",18.1,26
11175,"2002-08-26",17,28.3
11176,"2002-08-27",16.5,27
11177,"2002-08-28",15,32.2
11178,"2002-08-29",16,33.5
11179,"2002-08-30",15.8,33
11180,"2002-08-31",17,30.3
11181,"2002-09-01",16.3,32.5
11182,"2002-09-02",15.6,33.5
11183,"2002-09-03",18.5,26
11184,"2002-09-04",16.4,26.8
11185,"2002-09-05",15.7,28
11186,"2002-09-06",13.5,30.2
11187,"2002-09-07",13.3,30.2
11188,"2002-09-08",14.8,28.6
11189,"2002-09-09",17.4,26
11190,"2002-09-10",14.5,32.2
11191,"2002-09-11",17,31.9
11192,"2002-09-12",16.1,32
11193,"2002-09-13",16,31
11194,"2002-09-14",17,27.5
11195,"2002-09-15",13.7,37
11196,"2002-09-16",18,24
11197,"2002-09-17",18.7,25.2
11198,"2002-09-18",17.4,26
11199,"2002-09-19",17.4,29
11200,"2002-09-20",17.8,29
11201,"2002-09-21",17.7,27
11202,"2002-09-22",18,24.4
11203,"2002-09-23",16.9,24.5
11204,"2002-09-24",16,24.5
11205,"2002-09-25",16.6,25.5
11206,"2002-09-26",15.5,26
11207,"2002-09-27",16.2,28
11208,"2002-09-28",17,28
11209,"2002-09-29",17,29.8
11210,"2002-09-30",17,29.7
11211,"2002-10-01",16.7,24.2
11212,"2002-10-02",16.7,24
11213,"2002-10-03",16.4,29
11214,"2002-10-04",16.7,29.2
11215,"2002-10-05",16.8,28.5
11216,"2002-10-06",16.6,26
11217,"2002-10-07",15,26
11218,"2002-10-08",16.3,24.7
11219,"2002-10-09",13.4,21
11220,"2002-10-10",9.4,21.1
11221,"2002-10-11",7,22.2
11222,"2002-10-12",16.8,24.5
11223,"2002-10-13",16.2,26
11224,"2002-10-14",13.2,25.4
11225,"2002-10-15",13.2,25.8
11226,"2002-10-16",15.5,20.5
11227,"2002-10-17",11.8,22
11228,"2002-10-18",9.7,24.5
11229,"2002-10-19",10.5,30
11230,"2002-10-20",15.4,26.3
11231,"2002-10-21",16.5,23.5
11232,"2002-10-22",15.4,22.5
11233,"2002-10-23",12.3,22.6
11234,"2002-10-24",9,23
11235,"2002-10-25",10.2,25.2
11236,"2002-10-26",12,29.4
11237,"2002-10-27",10.2,29.6
11238,"2002-10-28",10,30.1
11239,"2002-10-29",10,27.8
11240,"2002-10-30",12,23.4
11241,"2002-10-31",10.5,21.5
11242,"2002-11-01",9.5,23.2
11243,"2002-11-02",10.5,24.5
11244,"2002-11-03",13.1,26
11245,"2002-11-04",12.8,24.6
11246,"2002-11-05",11.2,24
11247,"2002-11-06",9.3,24.6
11248,"2002-11-07",8,22.2
11249,"2002-11-08",5.8,22.7
11250,"2002-11-09",5.1,22.9
11251,"2002-11-10",6.6,24
11252,"2002-11-11",9.5,21
11253,"2002-11-12",10.9,20.5
11254,"2002-11-13",8.5,21.5
11255,"2002-11-14",11.9,17.5
11256,"2002-11-15",8.8,16.2
11257,"2002-11-16",6.9,16.5
11258,"2002-11-17",6.7,15.2
11259,"2002-11-18",7.5,16.5
11260,"2002-11-19",9.4,14.2
11261,"2002-11-20",7.5,16.9
11262,"2002-11-21",12.6,18.3
11263,"2002-11-22",11,17.5
11264,"2002-11-23",12.7,16.5
11265,"2002-11-24",9.4,13.8
11266,"2002-11-25",5.2,13.5
11267,"2002-11-26",5,17
11268,"2002-11-27",14,18
11269,"2002-11-28",9,19.8
11270,"2002-11-29",6.2,17
11271,"2002-11-30",8.6,18.2
11272,"2002-12-01",7.4,15.5
11273,"2002-12-02",8.4,17.5
11274,"2002-12-03",6,15
11275,"2002-12-06",3.8,13.4
11276,"2002-12-07",2.3,14.7
11277,"2002-12-08",1.6,14.4
11278,"2002-12-09",6.2,12.5
11279,"2002-12-10",8,15.3
11280,"2002-12-11",9.2,17
11281,"2002-12-12",6.9,16.3
11282,"2002-12-13",7.2,19
11283,"2002-12-14",10.6,18
11284,"2002-12-15",8.4,18
11285,"2002-12-16",5.4,21.4
11286,"2002-12-17",16,22
11287,"2002-12-18",15.8,18.9
11288,"2002-12-19",13.5,19.5
11289,"2002-12-20",10.4,18
11290,"2002-12-21",8,18.4
11291,"2002-12-22",6.6,18.6
11292,"2002-12-23",7.2,18.8
11293,"2002-12-24",14.8,19
11294,"2002-12-25",15.4,20
11295,"2002-12-26",13.1,19
11296,"2002-12-27",11.8,19
11297,"2002-12-28",7,16
11298,"2002-12-29",5.4,15.2
11299,"2002-12-30",7.5,16.9
11300,"2002-12-31",6,16
11301,"2003-01-01",6,16.3
11302,"2003-01-02",6,18.2
11303,"2003-01-03",13,16.7
11304,"2003-01-04",10.7,19.4
11305,"2003-01-05",10.4,17.5
11306,"2003-01-06",5,14.6
11307,"2003-01-07",4,15.1
11308,"2003-01-08",6,18
11309,"2003-01-09",5.2,18.1
11310,"2003-01-10",1.6,10.5
11311,"2003-01-11",-0.5,9.4
11312,"2003-01-12",-0.6,9.6
11313,"2003-01-13",-1,13
11314,"2003-01-14",2,12.7
11315,"2003-01-15",0,13.8
11316,"2003-01-16",-1,12
11317,"2003-01-17",-0.8,13
11318,"2003-01-18",2,13.1
11319,"2003-01-19",5.5,15.6
11320,"2003-01-20",5,16
11321,"2003-01-21",10.3,15.8
11322,"2003-01-22",8.8,17
11323,"2003-01-23",5.8,16
11324,"2003-01-24",4,15.5
11325,"2003-01-25",2,15.6
11326,"2003-01-26",3,16.2
11327,"2003-01-27",8.2,19.2
11328,"2003-01-28",7.5,21
11329,"2003-01-29",6,16.5
11330,"2003-01-30",2,13.4
11331,"2003-01-31",2.3,13.6
11332,"2003-02-01",-0.4,11
11333,"2003-02-02",1,15
11334,"2003-02-03",2,17.3
11335,"2003-02-04",2.5,15.4
11336,"2003-02-05",4.6,16
11337,"2003-02-06",2.2,18
11338,"2003-02-07",5.5,13.5
11339,"2003-02-08",6.3,15.5
11340,"2003-02-09",3.4,16.5
11341,"2003-02-10",3.5,13.2
11342,"2003-02-11",3.3,16.8
11343,"2003-02-12",5,16.9
11344,"2003-02-13",4,16.1
11345,"2003-02-14",4.4,16.4
11346,"2003-02-15",2,13
11347,"2003-02-16",-0.6,14
11348,"2003-02-17",-1,14.1
11349,"2003-02-18",8,15.5
11350,"2003-02-19",6.7,14.6
11351,"2003-02-20",6.5,14.5
11352,"2003-02-21",4.6,16.3
11353,"2003-02-22",10.1,18.2
11354,"2003-02-23",7.2,19.2
11355,"2003-02-24",12,18.5
11356,"2003-02-25",8.2,14.3
11357,"2003-02-26",7,16.5
11358,"2003-02-27",8.6,16.5
11359,"2003-02-28",6.4,18.8
11360,"2003-03-01",5.4,19.8
11361,"2003-03-02",7,20.5
11362,"2003-03-03",8.1,20.4
11363,"2003-03-04",5,25.7
11364,"2003-03-05",8.5,21
11365,"2003-03-06",7.6,20
11366,"2003-03-07",5.4,19.2
11367,"2003-03-08",9,21
11368,"2003-03-09",7.2,22.5
11369,"2003-03-10",6.8,24.5
11370,"2003-03-11",7,25.8
11371,"2003-03-12",6,28
11372,"2003-03-13",10,23.5
11373,"2003-03-14",8,23.5
11374,"2003-03-15",9.1,23.4
11375,"2003-03-16",13,19.8
11376,"2003-03-17",9,18.3
11377,"2003-03-18",8.2,17.2
11378,"2003-03-19",9.3,16.5
11379,"2003-03-20",8,18
11380,"2003-03-21",7.7,20.8
11381,"2003-03-22",8.2,21
11382,"2003-03-23",8.2,20.5
11383,"2003-03-24",12.5,21.2
11384,"2003-03-25",9,21.5
11385,"2003-03-26",9,20.5
11386,"2003-03-27",13.5,15.6
11387,"2003-03-28",11.5,19.6
11388,"2003-03-29",11.6,19
11389,"2003-03-30",11.1,19
11390,"2003-03-31",7.6,19.8
11391,"2003-04-01",10.2,19.8
11392,"2003-04-02",7.6,24.2
11393,"2003-04-03",9.8,21
11394,"2003-04-04",7.8,19.2
11395,"2003-04-05",5,19.7
11396,"2003-04-06",7.8,23.2
11397,"2003-04-07",6,26.5
11398,"2003-04-08",9.2,22.2
11399,"2003-04-09",10.4,22.5
11400,"2003-04-10",11.4,18
11401,"2003-04-11",10.4,17
11402,"2003-04-12",10.3,22
11403,"2003-04-13",7.4,23
11404,"2003-04-14",10.6,15
11405,"2003-04-15",10.6,17.5
11406,"2003-04-16",10.3,22.2
11407,"2003-04-17",10.6,23.8
11408,"2003-04-18",13,22.7
11409,"2003-04-19",11.4,17.5
11410,"2003-04-20",8.7,18.3
11411,"2003-04-21",7.5,23.4
11412,"2003-04-22",10.5,15.8
11413,"2003-04-23",10.5,20.3
11414,"2003-04-24",9.2,23
11415,"2003-04-25",9.4,24.8
11416,"2003-04-26",11.3,20.5
11417,"2003-04-27",10,27
11418,"2003-04-28",11.4,20
11419,"2003-04-29",14.4,23.1
11420,"2003-04-30",11,23
11421,"2003-05-01",10.5,26.7
11422,"2003-05-02",9.9,25.5
11423,"2003-05-03",12.2,29.2
11424,"2003-05-04",11.8,26
11425,"2003-05-05",13,21
11426,"2003-05-06",9,20.1
11427,"2003-05-07",9,18.5
11428,"2003-05-08",12.8,23.5
11429,"2003-05-09",11.1,26
